gameId,playId,playDesc
58856,776,"(:33) 19-J.Flacco pass short right to 20-Br.Hall to CLV 30 for 7 yards (94-A.Wright). PENALTY on NYJ-60-C.McGovern, Ineligible Downfield Pass, 5 yards, enforced at CLV 37 - No Play."
58856,1072,"(11:15) (No Huddle) 7-J.Brissett pass short right to 2-A.Cooper pushed ob at NYJ 32 for 13 yards (1-A.Gardner). Penalty on NYJ, Defensive Too Many Men on Field, declined."
58856,1433,"(5:36) 32-Mi.Carter left tackle to CLV 28 for 6 yards (90-J.Clowney). PENALTY on CLV-22-G.Delpit, Face Mask, 14 yards, enforced at CLV 28."
58856,1465,"(5:06) (Shotgun) PENALTY on NYJ-61-M.Mitchell, False Start, 5 yards, enforced at CLV 14 - No Play."
58856,1589,"(2:43) (Shotgun) 24-N.Chubb right tackle pushed ob at 50 for 33 yards (94-S.Thomas). PENALTY on CLV-77-W.Teller, Offensive Holding, 9 yards, enforced at CLV 17 - No Play. Penalty on CLV-66-J.Hudson, Offensive Holding, declined."
58856,2162,"(11:09) (Shotgun) 7-J.Brissett pass short middle to 2-A.Cooper to NYJ 13 for 14 yards (29-L.Joyner). PENALTY on NYJ-72-M.Clemons, Roughing the Passer, 7 yards, enforced at NYJ 13."
58856,2680,"(2:45) (Shotgun) 19-J.Flacco pass short left to 84-C.Davis to NYJ 32 for 10 yards (22-G.Delpit). PENALTY on NYJ-60-C.McGovern, Ineligible Downfield Pass, 5 yards, enforced at NYJ 22 - No Play."
58856,2790,"(:44) 32-Mi.Carter right guard to CLV 29 for 5 yards (93-T.Togiai). PENALTY on NYJ, Illegal Formation, 5 yards, enforced at CLV 34 - No Play."
58856,2843,"(15:00) 32-Mi.Carter left tackle to CLV 5 for 24 yards (94-A.Wright). PENALTY on NYJ-76-G.Fant, Offensive Holding, 10 yards, enforced at CLV 29 - No Play."
58856,2993,"(13:41) PENALTY on CLV-85-D.Njoku, False Start, 5 yards, enforced at CLV 29 - No Play."
58856,3172,"(9:33) (Shotgun) 7-J.Brissett pass incomplete short middle to 27-K.Hunt [91-J.Franklin-Myers]. NYJ-91-J.Franklin-Myers was injured during the play. His return is Questionable.  PENALTY on NYJ-56-Qu.Williams, Defensive Pass Interference, 5 yards, enforced at NYJ 12 - No Play."
58856,3623,"(2:41) 7-B.Mann punts 47 yards to CLV 43, Center-42-T.Hennessy. 25-D.Felton to CLV 43 for no gain (34-J.Hardee). PENALTY on NYJ-36-M.Harris, Unnecessary Roughness, 15 yards, enforced at CLV 43."
58856,4018,"(1:10) (Shotgun) PENALTY on CLV-96-J.Elliott, Neutral Zone Infraction, 5 yards, enforced at CLV 41 - No Play."
58857,85,"(14:35) PENALTY on DET-58-P.Sewell, False Start, 5 yards, enforced at DET 28 - No Play."
58857,455,"(8:01) 11-C.Wentz pass incomplete short right [44-M.Rodriguez]. PENALTY on WAS-11-C.Wentz, Intentional Grounding, 12 yards, enforced at WAS 16."
58857,1055,"(14:08) (Shotgun) 32-D.Swift up the middle to WAS 30 for 2 yards (90-M.Sweat). Penalty on DET, Illegal Formation, declined."
58857,1582,"(4:22) (Shotgun) PENALTY on WAS, Delay of Game, 5 yards, enforced at WAS 42 - No Play."
58857,1873,"(:39) 5-T.Way punts 46 yards to DET 20, Center-54-C.Cheeseman, fair catch by 11-K.Raymond. Penalty on DET-57-A.Pittman, Running Into the Kicker, declined."
58858,261,"(10:19) (Shotgun) 16-T.Lawrence pass short left to 11-M.Jones to JAX 46 for 12 yards (31-B.Facyson). Penalty on IND-32-J.Blackmon, Illegal Use of Hands, declined."
58858,394,"(7:31) (Shotgun) 16-T.Lawrence pass short right to 11-M.Jones to IND 31 for 8 yards (45-E.Speed). Penalty on JAX-11-M.Jones, Taunting, offsetting, enforced at IND 39 - No Play. Penalty on IND-44-Z.Franklin, Unnecessary Roughness, offsetting."
58858,1038,"(9:04) (Shotgun) 25-J.Robinson left end to JAX 49 for 2 yards (44-Z.Franklin). PENALTY on JAX-74-C.Robinson, Offensive Holding, 10 yards, enforced at JAX 47 - No Play."
58858,1175,"(7:05) PENALTY on IND-69-M.Pryor, False Start, 5 yards, enforced at IND 22 - No Play."
58858,1575,"(1:06) (No Huddle, Shotgun) PENALTY on IND-17-M.Strachan, False Start, 5 yards, enforced at IND 42 - No Play."
58858,1645,"(:24) (Shotgun) 2-M.Ryan pass short right to 83-K.Granson pushed ob at IND 45 for 6 yards (33-D.Lloyd). Penalty on IND-72-B.Smith, Illegal Formation, declined."
58858,1957,"(10:20) (Punt formation) PENALTY on JAX-6-C.Claybrooks, False Start, 5 yards, enforced at IND 46 - No Play."
58858,2267,"(4:07) (Shotgun) 16-T.Lawrence pass incomplete deep right to 17-E.Engram. PENALTY on IND-20-N.Cross, Defensive Holding, 5 yards, enforced at IND 29 - No Play."
58858,2363,"(2:14) (Shotgun) 25-J.Robinson up the middle to IND 13 for 1 yard (32-J.Blackmon; 54-D.Odeyingbo). PENALTY on IND-54-D.Odeyingbo, Defensive Offside, 5 yards, enforced at IND 14 - No Play."
58858,2624,"(13:53) (Shotgun) 2-M.Ryan sacked at JAX 31 for -4 yards (96-A.Gotsis). Penalty on IND, Illegal Formation, declined."
58858,2678,"(13:05) (No Huddle, Shotgun) 28-J.Taylor up the middle to JAX 6 for 2 yards (23-F.Oluokun; 45-K.Chaisson). PENALTY on JAX, Defensive Too Many Men on Field, 4 yards, enforced at JAX 8 - No Play."
58858,2769,"(11:33) (Shotgun) 2-M.Ryan pass short right to 83-K.Granson to JAX 2 for 10 yards (26-S.Griffin, 32-T.Campbell). JAX-32-T.Campbell was injured during the play. His return is Questionable.  PENALTY on IND-1-P.Campbell, Offensive Pass Interference, 10 yards, enforced at JAX 12 - No Play."
58859,648,"(3:00) (Shotgun) 2-J.Winston sacked at NO 22 for -8 yards (54-L.David). PENALTY on TB-22-K.Neal, Unnecessary Roughness, 15 yards, enforced at NO 22."
58859,1151,"(9:23) (Shotgun) PENALTY on TB-78-T.Wirfs, False Start, 4 yards, enforced at NO 48 - No Play."
58859,1314,"(6:53) (Shotgun) 2-J.Winston pass short right to 13-M.Thomas to NO 32 for 6 yards (24-C.Davis). PENALTY on NO-13-M.Thomas, Offensive Pass Interference, 10 yards, enforced at NO 26 - No Play."
58859,1373,"(5:43) (Shotgun) PENALTY on TB-45-D.White, Neutral Zone Infraction, 5 yards, enforced at NO 20 - No Play."
58859,1502,"(3:18) (Punt formation) PENALTY on NO-53-Z.Baun, False Start, 5 yards, enforced at NO 39 - No Play."
58859,1575,"(3:02) (Shotgun) PENALTY on TB-67-L.Goedeke, False Start, 5 yards, enforced at TB 13 - No Play."
58859,1774,"(1:33) (Shotgun) 2-J.Winston pass short middle to 12-C.Olave to NO 40 for 4 yards (54-L.David). PENALTY on TB-54-L.David, Unnecessary Roughness, 15 yards, enforced at NO 40. Pass 4, YAC 0"
58859,1896,"(:28) (Punt formation) PENALTY on NO, Delay of Game, 5 yards, enforced at TB 39 - No Play."
58859,2094,"(12:54) 10-S.Miller right end ran ob at TB 48 for 8 yards (21-B.Roby). PENALTY on TB-1-J.Darden, Offensive Holding, 10 yards, enforced at TB 48."
58859,2157,"(12:22) (Shotgun) 12-T.Brady pass short left to 17-R.Gage to TB 43 for 5 yards (23-M.Lattimore) [30-J.Evans]. PENALTY on NO-21-B.Roby, Defensive Holding, 5 yards, enforced at TB 38 - No Play."
58859,2341,"(10:00) 4-B.Gillikin punts 46 yards to TB 38, Center-49-Z.Wood, fair catch by 1-J.Darden. PENALTY on NO-48-J.Gray, Player Out of Bounds on Kick, 5 yards, enforced at TB 38."
58859,2987,"(14:15) (Punt formation) PENALTY on NO, Defensive Too Many Men on Field, 5 yards, enforced at TB 19 - No Play."
58859,3075,"(12:55) (Shotgun) 12-T.Brady pass incomplete deep right to 10-S.Miller. Penalty on TB-13-M.Evans, Disqualification, offsetting. Penalty on NO-23-M.Lattimore, Disqualification, offsetting."
58859,3273,"(10:28) (Shotgun) 12-T.Brady pass short middle to 84-C.Brate to TB 45 for 9 yards (56-D.Davis). PENALTY on NO-21-B.Roby, Unnecessary Roughness, 15 yards, enforced at TB 45. Pass 4, YAC 5"
58859,3329,"(9:24) 12-T.Brady pass incomplete short left to 41-K.Kieft (27-A.Taylor). PENALTY on NO-99-S.Tuttle, Defensive Holding, 5 yards, enforced at NO 38 - No Play."
58859,3850,"(3:47) (No Huddle, Shotgun) 2-J.Winston pass incomplete deep middle to 12-C.Olave [79-P.O'Connor]. PENALTY on TB-24-C.Davis, Defensive Pass Interference, 42 yards, enforced at NO 35 - No Play."
58859,3911,"(3:15) (No Huddle, Shotgun) PENALTY on NO-74-J.Hurst, False Start, 5 yards, enforced at TB 13 - No Play."
58859,4143,"(2:46) (Field Goal formation) PENALTY on TB, Delay of Game, 5 yards, enforced at NO 37 - No Play."
58860,203,"(12:07) (Shotgun) 22-C.McCaffrey left end to CAR 33 for 3 yards (55-J.Ward, 29-X.McKinney). PENALTY on NYG-55-J.Ward, Face Mask, 15 yards, enforced at CAR 33."
58860,281,"(10:54) (Shotgun) 6-B.Mayfield pass short left to 12-S.Smith to NYG 43 for 11 yards (49-T.Fox). Penalty on CAR-70-B.Christensen, Offensive Holding, declined. PENALTY on CAR-12-S.Smith, Offensive Pass Interference, 10 yards, enforced at CAR 46 - No Play."
58860,1123,"(10:11) 8-D.Jones pass deep left to 89-K.Toney to CAR 31 for 36 yards (38-M.Hartsfield). PENALTY on NYG-13-D.Sills, Offensive Pass Interference, 10 yards, enforced at NYG 33 - No Play."
58860,1360,"(6:13) (Run formation) PENALTY on CAR-79-I.Ekwonu, False Start, 5 yards, enforced at CAR 48 - No Play."
58860,1445,"(5:35) (Shotgun) 8-D.Jones pass incomplete short right to 80-R.James [95-D.Brown]. Penalty on NYG-75-J.Ezeudu, Ineligible Downfield Pass, declined."
58860,1479,"(5:28) 6-J.Gillan punts 47 yards to CAR 38, Center-58-C.Kreiter. 12-S.Smith to CAR 47 for 9 yards (85-C.Myarick). CAR-12-S.Smith was injured during the play.  PENALTY on NYG-31-M.Breida, Player Out of Bounds on Kick, 5 yards, enforced at CAR 47."
58860,1973,"(12:59) (No Huddle, Shotgun) 6-B.Mayfield scrambles right tackle ran ob at NYG 21 for 17 yards (24-D.Belton). PENALTY on NYG-20-J.Love, Illegal Contact, 5 yards, enforced at NYG 21."
58860,2529,"(5:03) (Shotgun) PENALTY on NYG-75-J.Ezeudu, False Start, 5 yards, enforced at NYG 31 - No Play."
58860,2916,"(15:00) (Shotgun) 8-D.Jones pass incomplete deep middle to 3-S.Shepard [99-M.Ioannidis]. PENALTY on CAR-8-J.Horn, Defensive Pass Interference, 13 yards, enforced at NYG 22 - No Play."
58860,3148,"(11:48) 6-B.Mayfield pass incomplete deep right to 12-S.Smith. PENALTY on NYG-22-A.Jackson, Illegal Contact, 5 yards, enforced at NYG 26 - No Play."
58860,3202,"(11:03) 6-B.Mayfield pass incomplete short right to 80-I.Thomas. PENALTY on CAR-72-T.Moton, Ineligible Downfield Pass, 5 yards, enforced at NYG 15 - No Play."
58860,3508,"(4:25) (Shotgun) 8-D.Jones scrambles right end to CAR 31 for 2 yards (49-F.Luvu). PENALTY on NYG-76-J.Feliciano, Offensive Holding, 10 yards, enforced at CAR 33 - No Play."
58860,3622,"(2:57) (No Huddle, Shotgun) 6-B.Mayfield pass incomplete short middle to 12-S.Smith. PENALTY on NYG-30-D.Holmes, Defensive Pass Interference, 7 yards, enforced at CAR 35 - No Play."
58860,3773,"(2:00) PENALTY on CAR-99-M.Ioannidis, Encroachment, 5 yards, enforced at NYG 31 - No Play."
58861,431,"(7:30) (Shotgun) PENALTY on NE, Delay of Game, 5 yards, enforced at PIT 15 - No Play."
58861,971,"(13:44) (Shotgun) 10-M.Trubisky pass incomplete short right to 18-D.Johnson. Penalty on PIT-78-J.Daniels, Ineligible Downfield Pass, declined."
58861,1166,"(10:23) (Shotgun) PENALTY on PIT, Delay of Game, 5 yards, enforced at NE 19 - No Play."
58861,1324,"(7:51) (Shotgun) 10-M.Jones pass incomplete short right. PENALTY on NE-10-M.Jones, Intentional Grounding, 10 yards, enforced at NE 38. Pressure by 41-Spillane."
58861,1361,"(7:46) (Shotgun) 10-M.Jones pass short left to 16-J.Meyers ran ob at NE 42 for 14 yards. PENALTY on NE-76-I.Wynn, Offensive Holding, 10 yards, enforced at NE 28 - No Play."
58861,1536,"(4:19) PENALTY on PIT-65-D.Moore, False Start, 5 yards, enforced at PIT 34 - No Play."
58861,2188,"(10:29) (Shotgun) PENALTY on NE-76-I.Wynn, False Start, 5 yards, enforced at PIT 33 - No Play."
58861,2510,"(4:58) PENALTY on NE-71-M.Onwenu, False Start, 5 yards, enforced at NE 42 - No Play."
58861,2605,"(4:06) 7-J.Bailey punts 37 yards to PIT 20, Center-49-J.Cardona. 89-G.Olszewski MUFFS catch, RECOVERED by NE-41-B.Schooler at PIT 20. PENALTY on PIT-83-Co.Heyward, Unnecessary Roughness, 10 yards, enforced at PIT 20."
58861,3051,"(13:31) (Shotgun) 10-M.Jones pass short middle to 84-K.Bourne to PIT 48 for 10 yards (25-A.Witherspoon). PENALTY on NE-69-C.Strange, Offensive Holding, 10 yards, enforced at NE 42 - No Play."
58861,3511,"(5:58) 38-R.Stevenson right end to NE 37 for 4 yards (39-M.Fitzpatrick). PENALTY on NE-16-J.Meyers, Offensive Holding, 10 yards, enforced at NE 37."
58862,307,"(8:07) (Shotgun) PENALTY on ATL-63-C.Lindstrom, False Start, 5 yards, enforced at LA 14 - No Play."
58862,369,"(6:54) 27-D.Henderson right tackle to LA 36 for 2 yards (94-A.Rush; 92-A.Ogundeji). PENALTY on ATL-97-G.Jarrett, Defensive Holding, 5 yards, enforced at LA 36."
58862,682,"(1:02) (Shotgun) 1-M.Mariota pass deep middle intended for 17-O.Zaccheaus INTERCEPTED by 33-N.Scott at LA 35. 33-N.Scott to LA 28 for -7 yards (5-D.London). FUMBLES (5-D.London), recovered by LA-2-T.Hill at LA 30. PENALTY on LA-5-J.Ramsey, Defensive Pass Interference, 20 yards, enforced at ATL 22 - No Play."
58862,1262,"(4:01) (Shotgun) 84-C.Patterson left tackle to LA 4 for 1 yard (24-T.Rapp). PENALTY on ATL-67-D.Dalman, Offensive Holding, 10 yards, enforced at LA 5 - No Play."
58862,1539,"(:54) (Shotgun) 1-M.Mariota pass incomplete deep right to 8-K.Pitts. PENALTY on LA-22-D.Long, Defensive Pass Interference, 36 yards, enforced at ATL 20 - No Play."
58862,1642,"(:28) (Shotgun) 9-M.Stafford pass short right to 89-T.Higbee to ATL 7 for 2 yards (24-A.Terrell, 47-A.Ebiketie). PENALTY on ATL-24-A.Terrell, Low Block, 4 yards, enforced at ATL 7."
58862,2319,"(6:23) (Shotgun) 84-C.Patterson up the middle to LA 15 for 5 yards (45-B.Wagner; 22-D.Long). PENALTY on ATL-46-P.Hesse, Illegal Shift, 5 yards, enforced at LA 20 - No Play."
58862,2523,"(3:10) (Shotgun) 9-M.Stafford pass incomplete deep right to 10-C.Kupp. Penalty on LA-77-A.Jackson, Offensive Holding, declined."
58862,2611,"(1:43) (Shotgun) PENALTY on LA-79-R.Havenstein, False Start, 5 yards, enforced at ATL 42 - No Play."
58863,512,"(5:14) (Shotgun) 22-J.Wilson up the middle to SF 24 for 5 yards (99-A.Woods, 57-C.Barton). PENALTY on SEA-52-D.Taylor, Defensive Offside, 5 yards, enforced at SF 19 - No Play."
58863,857,"(13:35) 10-J.Garoppolo pass incomplete deep left to 19-D.Samuel. PENALTY on SEA-8-C.Bryant, Defensive Pass Interference, 16 yards, enforced at SF 22 - No Play."
58863,1273,"(7:03) 7-G.Smith pass deep left to 14-D.Metcalf to SF 14 for 49 yards (7-C.Ward). PENALTY on SEA-72-A.Lucas, Ineligible Downfield Pass, 5 yards, enforced at SEA 37 - No Play."
58863,1337,"(6:21) (Shotgun) 7-G.Smith pass deep middle intended for 14-D.Metcalf INTERCEPTED by 54-F.Warner at SF 39. 54-F.Warner to 50 for 11 yards (25-T.Homer). PENALTY on SF-4-E.Moseley, Defensive Pass Interference, 26 yards, enforced at SEA 32 - No Play."
58863,1984,"(:11) (Shotgun) PENALTY on SEA-72-A.Lucas, False Start, 5 yards, enforced at SF 45 - No Play."
58863,2102,"(14:13) (Shotgun) 7-G.Smith pass short right to 16-T.Lockett pushed ob at SEA 15 for 7 yards (7-C.Ward). Penalty on SEA-63-A.Blythe, Ineligible Downfield Pass, declined. 7 YAC"
58863,2199,"(12:49) 10-J.Garoppolo pass short middle to 15-J.Jennings to SF 33 for 4 yards (99-A.Woods) [10-U.Nwosu]. PENALTY on SEA-99-A.Woods, Face Mask, 15 yards, enforced at SF 33. 11 YAC"
58863,2568,"(4:36) (Shotgun) 10-J.Garoppolo pass incomplete deep left to 11-B.Aiyuk. PENALTY on SEA-8-C.Bryant, Illegal Contact, 5 yards, enforced at SF 24 - No Play."
58863,2904,"(14:05) (Shotgun) 10-J.Garoppolo pass incomplete deep right to 11-B.Aiyuk. PENALTY on SEA-30-M.Jackson, Defensive Pass Interference, 18 yards, enforced at SF 27 - No Play."
58863,3216,"(9:00) 32-T.Davis-Price up the middle to SF 35 for -2 yards (10-U.Nwosu). PENALTY on SEA-10-U.Nwosu, Defensive Offside, 5 yards, enforced at SF 37 - No Play."
58863,3458,"(3:13) (Shotgun) 10-J.Garoppolo pass incomplete deep right to 11-B.Aiyuk. PENALTY on SEA-30-M.Jackson, Defensive Pass Interference, 19 yards, enforced at SEA 20 - No Play. Penalty on SEA-52-D.Taylor, Defensive Offside, declined."
58863,3782,"(:31) (Shotgun) 7-G.Smith pass incomplete middle [56-S.Ebukam]. PENALTY on SEA-7-G.Smith, Intentional Grounding, 13 yards, enforced at SF 37."
58864,440,"(6:45) (Shotgun) 9-J.Burrow scrambles up the middle to CIN 41 for 3 yards (90-D.Lawrence). PENALTY on DAL-42-A.Barr, Unnecessary Roughness, 15 yards, enforced at CIN 41."
58864,522,"(4:54) PENALTY on CIN-65-A.Cappa, False Start, 5 yards, enforced at DAL 23 - No Play."
58864,672,"(1:55) (Shotgun) PENALTY on DAL-81-S.Fehoko, False Start, 5 yards, enforced at DAL 30 - No Play."
58864,1097,"(10:27) PENALTY on CIN-71-L.Collins, False Start, 5 yards, enforced at CIN 15 - No Play."
58864,1232,"(7:28) (Shotgun) 9-J.Burrow scrambles up the middle to CIN 39 for 12 yards (6-D.Wilson). PENALTY on DAL-6-D.Wilson, Unnecessary Roughness, 15 yards, enforced at CIN 39. Penalty on DAL-3-A.Brown, Defensive Holding, declined."
58864,1428,"(4:00) (Shotgun) 10-C.Rush pass deep left to 85-N.Brown to CIN 47 for 25 yards (20-E.Apple). Penalty on CIN-57-G.Pratt, Defensive Offside, declined."
58864,2042,"(13:42) (Punt formation) PENALTY on DAL-50-D.Harper, Neutral Zone Infraction, 5 yards, enforced at CIN 41 - No Play."
58864,2069,"(13:42) 28-J.Mixon right tackle to CIN 49 for 3 yards (11-M.Parsons). PENALTY on CIN, Illegal Formation, 5 yards, enforced at CIN 46 - No Play."
58864,2212,"(10:25) (Shotgun) PENALTY on CIN-71-L.Collins, False Start, 5 yards, enforced at DAL 32 - No Play."
58864,2389,"(8:00) 9-J.Burrow pass deep middle to 85-T.Higgins to DAL 40 for 19 yards (3-A.Brown; 6-D.Wilson). Penalty on DAL-54-S.Williams, Illegal Use of Hands, declined."
58864,2635,"(2:55) (No Huddle, Shotgun) 10-C.Rush pass incomplete deep right to 85-N.Brown. PENALTY on CIN-21-M.Hilton, Defensive Offside, 5 yards, enforced at DAL 42 - No Play."
58864,2668,"(2:53) (Shotgun) 10-C.Rush pass incomplete short middle to 85-N.Brown. PENALTY on CIN-20-E.Apple, Defensive Holding, 5 yards, enforced at DAL 47 - No Play."
58864,2901,"(14:56) (Punt formation) PENALTY on CIN-59-A.Davis-Gaither, False Start, 5 yards, enforced at CIN 31 - No Play."
58864,3080,"(12:33) (Shotgun) 9-J.Burrow pass incomplete short right. Penalty on CIN-67-C.Volson, Ineligible Downfield Pass, declined. Heavy pressure by DAL 6-D.Wilson"
58864,3135,"(11:56) PENALTY on DAL, Defensive Too Many Men on Field, 5 yards, enforced at CIN 33 - No Play."
58864,3814,"(:57) (Shotgun) 10-C.Rush pass short left to 88-C.Lamb to DAL 43 for 8 yards (21-M.Hilton). Penalty on CIN-33-T.Flowers, Defensive Holding, declined."
58865,120,"(13:43) 11-C.Johnston punts 64 yards to DEN 3, Center-46-J.Weeks. 12-M.Washington to DEN 16 for 13 yards (23-E.Murray; 46-J.Weeks). PENALTY on DEN-83-A.Beck, Illegal Block Above the Waist, 10 yards, enforced at DEN 18."
58865,182,"(12:59) 3-R.Wilson pass incomplete short middle to 14-C.Sutton. PENALTY on HST-24-D.Stingley, Defensive Pass Interference, 10 yards, enforced at DEN 17 - No Play."
58865,550,"(7:09) 12-M.Washington left end ran ob at HST 15 for 39 yards (24-D.Stingley). PENALTY on DEN-25-M.Gordon, Offensive Holding, 10 yards, enforced at HST 35."
58865,656,"(5:53) 3-R.Wilson pass incomplete deep left to 14-C.Sutton. PENALTY on HST-24-D.Stingley, Defensive Pass Interference, 42 yards, enforced at HST 44 - No Play. Penalty on HST-93-K.Hinish, Defensive Offside, declined."
58865,1067,"(2:28) (Shotgun) PENALTY on DEN, Defensive Too Many Men on Field, 5 yards, enforced at DEN 27 - No Play."
58865,1189,"(1:39) (Shotgun) 3-R.Wilson sacked at DEN 26 for -4 yards (93-K.Hinish). PENALTY on HST-45-O.Okoronkwo, Defensive Offside, 4 yards, enforced at DEN 30 - No Play."
58865,1238,"(1:06) 3-R.Wilson pass incomplete short left to 16-T.Cleveland. PENALTY on HST-25-D.King, Defensive Holding, 6 yards, enforced at DEN 34 - No Play."
58865,1599,"(9:05) (Shotgun) 10-D.Mills scrambles left end to DEN 9 for 16 yards (56-B.Browning). PENALTY on HST-78-L.Tunsil, Offensive Holding, 10 yards, enforced at DEN 25 - No Play."
58865,1927,"(4:58) (Shotgun) PENALTY on HST-71-T.Howard, False Start, 5 yards, enforced at HST 38 - No Play."
58865,2025,"(3:25) 3-R.Wilson pass incomplete short left to 83-A.Beck. PENALTY on HST-57-K.Pierre-Louis, Defensive Pass Interference, 12 yards, enforced at DEN 33 - No Play."
58865,2058,"(3:19) 25-M.Gordon left end pushed ob at HST 47 for 8 yards (57-K.Pierre-Louis). PENALTY on DEN-14-C.Sutton, Unnecessary Roughness, 15 yards, enforced at HST 47."
58865,2095,"(2:55) PENALTY on DEN-61-G.Glasgow, False Start, 5 yards, enforced at DEN 38 - No Play."
58865,2264,"(:23) (Field Goal formation) PENALTY on DEN, Delay of Game, 5 yards, enforced at HST 1 - No Play."
